LicenseType,Breed,Color,DogName,OwnerZip,ExpYear,ValidDate
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,SPOTTED,MAYA,15241,2099,12/8/2017 15:25
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,YELLOW,SAMANTHA,15243,2099,12/8/2017 15:24
Dog Lifetime Male,LABRADOR RETRIEVER,BLACK,LEROY,15024,2099,12/18/2017 12:38
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,MAYA,15202,2099,12/18/2017 15:45
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BLACK,BEAR,15146,2099,4/12/2017 12:14
Dog Lifetime Male,LABRADOR RETRIEVER,BLACK,NITRO,15084,2099,4/13/2017 14:06
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,TAN,MURPH,15227,2099,5/2/2017 14:24
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BROWN,PENELOPE,15218,2099,5/3/2017 11:55
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,WHITE/BLACK,RYLEIGH,15106,2099,4/27/2017 10:51
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,YELLOW,HOWIE,15236,2099,4/25/2017 13:44
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BLACK,LUCCA TESONE,15243,2099,1/10/2018 14:33
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BROWN,MACY,15236,2099,
Dog Senior Lifetime Spayed Female,LABRADOR RETRIEVER,BROWN,MACY,15236,2099,5/10/2017 15:53
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,RED,SAMMY,15236,2099,5/10/2017 11:59
Dog Senior Lifetime Neutered Male,LABRADOR RETRIEVER,BLACK,MARSHAL,15227,2099,5/9/2017 14:49
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BROWN,OTTO,15065,2099,5/3/2017 14:45
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,GRACIE,15116,2099,5/4/2017 13:01
Dog Out of County Transfer - Lifetime,LABRADOR RETRIEVER,BLACK,BUDDY,15235,2099,5/8/2017 12:49
Dog Senior Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,IZZIE,15238,2099,5/8/2017 12:42
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BROWN,GUNNER,15084,2099,5/15/2017 12:11
Dog Lifetime Female,LABRADOR RETRIEVER,BLACK,LUNA,15045,2099,5/11/2017 15:57
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BLACK,CLANCY,15216,2099,5/17/2017 15:32
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,WHITE/BLACK,SIR JACKSON,15101,2099,4/3/2017 13:36
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BLACK,DUKE,15044,2099,4/4/2017 14:26
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BLACK,REMY,15116,2099,3/22/2017 11:21
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,GOLD,AURORA,15024,2099,3/22/2017 11:21
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,CHOCOLATE,BEN,15237,2099,3/22/2017 11:21
Dog Senior Lifetime Neutered Male,LABRADOR RETRIEVER,YELLOW,GUS,15044,2099,3/22/2017 15:19
Dog Senior Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,MOLLY,15106,2099,3/28/2017 15:40
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BROWN,PAXTON,15044,2099,3/14/2017 11:21
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,WHITE/YELLOW,REMY,15238,2099,3/17/2017 14:53
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,YELLOW,FINLEY,15101,2099,3/7/2017 16:02
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,YELLOW,GRIFFEY,15101,2099,3/7/2017 16:02
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,GREY,ARNIE,15237,2099,1/12/2018 10:16
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,NUGGET,15237,2099,3/6/2017 12:43
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,YELLOW,COLE,15122,2099,9/12/2017 14:23
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,CALI,15131,2099,2/27/2017 12:26
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,CHOCOLATE,MOJO,15221,2099,2/27/2017 16:09
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BROWN,COCOA,15239,2099,2/27/2017 14:54
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,NINJA,15090,2099,2/27/2017 16:10
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,YELLOW,MARGO,15235,2099,3/2/2017 11:33
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BLACK,JAX,15102,2099,3/2/2017 15:12
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,YELLOW,HARLEY,15102,2099,2/28/2017 11:03
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,YELLOW,RILEY,15044,2099,2/14/2017 16:13
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BROWN,ZEKE,15237,2099,2/14/2017 12:36
Dog Senior Lifetime Neutered Male,LABRADOR RETRIEVER,BLACK,MIC,15239,2099,2/14/2017 10:40
Dog Lifetime Male,LABRADOR RETRIEVER,YELLOW,CHIEF,15202,2099,2/16/2017 15:17
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,YELLOW,LOU,15101,2099,2/22/2017 15:13
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,NELLIE,15202,2099,2/21/2017 14:02
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BROWN,GABBY,15146,2099,2/17/2017 10:54
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BROWN,BUSTER,15237,2099,1/31/2017 11:44
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BROWN,DORI,15237,2099,1/31/2017 16:02
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BLACK,DALLAS,15236,2099,2/13/2017 15:02
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BLACK,DENVER,15236,2099,2/13/2017 15:02
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BLACK/BROWN,SVEN,15237,2099,2/13/2017 15:02
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BLACK,JACK,15236,2099,2/9/2017 16:08
Dog Senior Lifetime Neutered Male,LABRADOR RETRIEVER,BLACK,JACK,15236,2099,2/9/2017 16:08
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BLACK,MIDNIGHT,15017,2099,2/10/2017 15:42
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,WHITE,IVAN,15237,2099,12/22/2016 16:18
Dog Senior Lifetime Spayed Female,LABRADOR RETRIEVER,YELLOW,SADIE,15065,2099,5/15/2017 10:59
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,YELLOW,MAISIE KEISEL,15143,2099,1/3/2017 14:04
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,YELLOW,ZOE,15237,2099,12/30/2016 10:17
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,CHOCOLATE,LUNA,15131,2099,12/29/2016 15:14
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,RED,RUBY,15215,2099,1/11/2017 16:16
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,WHITE,LUNA,15235,2099,1/13/2017 15:26
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,CREAM,PK,15237,2099,1/11/2017 16:16
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,EMMY,15239,2099,1/11/2017 16:18
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,WHITE,BUMPER,15237,2099,1/12/2017 14:57
Dog Lifetime Male,LABRADOR RETRIEVER,RED,RED,15101,2099,1/12/2017 10:41
Dog Lifetime Male,LABRADOR RETRIEVER,BLACK,JACKSON,15227,2099,1/11/2017 11:27
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,YELLOW,ANNIE,15126,2099,1/25/2017 9:03
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BROWN,WILLOW,15102,2099,5/4/2017 8:24
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,SILVER,LUNA FINDLAN,15025,2099,1/25/2017 9:35
Dog Lifetime Male,LABRADOR RETRIEVER,BROWN,CLAYTON,15139,2099,1/25/2017 14:42
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,PHOEBE,15237,2099,1/25/2017 13:06
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,BLUE,15101,2099,1/31/2018 12:27
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,WHITE,GERTIE,15102,2099,1/27/2017 16:02
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BROWN,MILO GREENAWALT,15237,2099,1/13/2017 15:27
Dog Lifetime Female,LABRADOR RETRIEVER,YELLOW,VIRGINIA,15015,2099,1/23/2017 14:05
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,SYDNEY,15243,2099,1/20/2017 13:59
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,YELLOW,BRIE,15146,2099,2/14/2018 9:11
Dog Senior Lifetime Spayed Female,LABRADOR RETRIEVER,YELLOW,BELLA,15147,2099,1/25/2017 11:00
Dog Lifetime Duplicate,LABRADOR RETRIEVER,YELLOW,BELLA,15147,2099,1/11/2018 9:47
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BROWN,JAKE,15143,2099,11/13/2017 12:41
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,LAYLA,15143,2099,6/16/2017 15:14
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,YELLOW,BOOMER,15237,2099,6/16/2017 14:54
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BROWN,LANA,15025,2099,6/12/2017 15:02
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,WHITE,EVA,15146,2099,6/15/2017 11:40
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,YELLOW,CONRAD,15090,2099,6/9/2017 15:38
Dog Lifetime Male,LABRADOR RETRIEVER,BROWN,SULLI,15227,2099,6/8/2017 15:07
Dog Senior Lifetime Neutered Male,LABRADOR RETRIEVER,BROWN,MADDOX,15235,2099,6/27/2017 9:41
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,STORY,15108,2099,6/16/2017 13:53
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,LILY GRACE,15024,2099,9/20/2017 11:19
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BLACK,BENNY,15122,2099,6/20/2017 15:12
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK/BROWN,JENNY,15122,2099,5/31/2017 14:58
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,YELLOW,LELA,15108,2099,5/31/2017 15:33
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,YELLOW,JILLY,15146,2099,5/31/2017 12:45
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BROWN,REMINGTON,15221,2099,5/23/2017 15:44
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,ROXY,15216,2099,5/22/2017 15:11
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,YELLOW,ARROW,15120,2099,5/22/2017 12:54
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,YELLOW,CALI,15243,2099,5/24/2017 11:15
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,MYAH,15146,2099,5/24/2017 15:43
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,CREAM,LUNA,15241,2099,5/30/2017 14:31
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,CHOCOLATE,LEXI IANNITTO,15236,2099,5/30/2017 14:31
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BLACK,HOLDEN,15202,2099,7/18/2017 12:18
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BROWN,CHARLIE,15228,2099,7/17/2017 13:54
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BLACK,WILLIE,15014,2099,1/4/2018 14:42
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BROWN/TAN,HARLEY,15126,2099,7/6/2017 13:24
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,YELLOW,CHAOS,15214,2099,6/28/2017 12:23
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,WHITE,BAILEY ROSE ANDREKANIC,15131,2099,6/29/2017 14:36
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BROWN,LOLA,15044,2099,7/3/2017 12:09
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,LILO,15243,2099,6/30/2017 14:29
Dog Senior Lifetime Neutered Male,LABRADOR RETRIEVER,BLACK,JAKE,15120,2099,1/5/2018 15:11
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BLACK,ROCCO,15108,2099,8/11/2017 14:00
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,COLT,15071,2099,7/25/2017 15:31
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,YELLOW,SLOANE,15108,2099,7/24/2017 15:39
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BLACK,HUNDO,15108,2099,7/24/2017 15:39
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,SILVER,TORQUE,15223,2099,7/21/2017 12:14
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,YELLOW,REX,15044,2099,7/19/2017 15:17
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,WHITE,NOODLE,15228,2099,7/27/2017 15:38
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,SILVER,GUNNER,15132,2099,9/18/2017 8:55
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,CHOCOLATE,COCOA,15241,2099,12/27/2017 14:34
Dog Lifetime Male,LABRADOR RETRIEVER,BLACK,RASPUTIN,15084,2099,9/7/2017 16:03
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,LOLA,15116,2099,9/14/2017 15:57
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BROWN,ELLIE,15227,2099,
Dog Senior Lifetime Spayed Female,LABRADOR RETRIEVER,BROWN,ELLIE,15227,2099,
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BROWN,ELLIE,15227,2099,
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BROWN,ELLIE,15227,2099,
Dog Senior Lifetime Spayed Female,LABRADOR RETRIEVER,BROWN,ELLIE,15227,2099,9/14/2017 15:35
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BROWN,NESSA,15090,2099,8/16/2017 14:31
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BLACK,SAM,15135,2099,8/15/2017 12:11
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,YELLOW,DAYZEE,15116,2099,8/18/2017 14:54
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,RED,FINNEGAN,15237,2099,9/8/2017 15:58
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,YELLOW,MILA,15106,2099,1/12/2018 10:16
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,YELLOW,KENAI,15241,2099,8/22/2017 14:57
Dog Inter County Transfer - Lifetime,LABRADOR RETRIEVER,BROWN,INDY ANA BUETTNER,15101,2099,9/7/2017 15:32
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,YELLOW,ETTA,15237,2099,11/13/2017 14:20
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,CHOCOLATE,STORMY,15143,2099,10/30/2017 14:09
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BLACK,ALFIE,15237,2099,10/27/2017 13:47
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BLACK,IKE,15132,2099,2/26/2018 14:25
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,RED/BROWN,HUDSON,15025,2099,1/5/2018 15:11
Dog Lifetime Male,LABRADOR RETRIEVER,BLACK,DIOGE,15137,2099,10/25/2017 15:27
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,ANNIE,15101,2099,10/19/2017 14:05
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BROWN,BINDY BOO,15101,2099,10/19/2017 14:05
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BLACK,IKE,15237,2099,10/12/2017 11:43
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,LUNA,15045,2099,10/6/2017 13:24
Dog Out of County Transfer - Lifetime,LABRADOR RETRIEVER,BLACK,NERO,15101,2099,10/5/2017 15:20
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,YELLOW,HARLEY,15234,2099,10/3/2017 14:24
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,WHITE/BLACK/BROWN,COPPER,15144,2099,10/11/2017 15:43
Dog Senior Lifetime Neutered Male,LABRADOR RETRIEVER,BROWN,SNEAKER,15025,2099,10/12/2017 9:00
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BROWN,BUDDY,15234,2099,3/1/2016 12:27
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BROWN,LADY GODIVA,15234,2099,3/1/2016 14:23
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BROWN,COOPER,15227,2099,2/24/2016 11:52
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BROWN,COPPER,15136,2099,3/4/2016 11:30
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,YELLOW,MYLEE,15024,2099,3/3/2016 15:02
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BROWN,LEROY,15237,2099,3/3/2016 15:02
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,GOLD,LACEY,15137,2099,3/7/2016 16:05
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,WHITE,FARLEY,15241,2099,3/8/2016 15:17
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,DOJI,15209,2099,3/8/2016 15:39
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,SOPHIE,15122,2099,2/9/2016 14:02
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,WHITE,REILLY,15205,2099,2/10/2016 14:19
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,YELLOW,PARKER,15216,2099,2/9/2016 14:27
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BLACK,GUNNER,15239,2099,2/4/2016 8:58
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,YELLOW,SCOOTER,15241,2099,2/8/2016 11:13
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BROWN,FERGIE,15090,2099,2/24/2017 15:16
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,YELLOW,MAIZEY,15090,2099,2/12/2016 14:58
Dog Senior Lifetime Female,LABRADOR RETRIEVER,YELLOW,RANIE,15126,2099,2/11/2016 16:00
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BLONDE,BELLA,15143,2099,2/16/2016 13:01
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,OTHER,HOPE,15146,2099,2/19/2016 11:44
Dog Senior Lifetime Spayed Female,LABRADOR RETRIEVER,YELLOW,SOPHIA,15216,2099,2/22/2016 13:33
Dog Senior Lifetime Spayed Female,LABRADOR RETRIEVER,YELLOW,SOPHIA,15216,2099,2/22/2016 13:37
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BLONDE,ELLA,15025,2099,2/19/2016 15:01
Dog Lifetime Duplicate,LABRADOR RETRIEVER,BLONDE,ELLA,15025,2099,11/28/2016 15:03
Dog Senior Lifetime Neutered Male,LABRADOR RETRIEVER,BLACK/BROWN,CHARLIE,15237,2099,6/28/2016 14:33
Dog Senior Lifetime Spayed Female,LABRADOR RETRIEVER,YELLOW,PIPER,15239,2099,4/11/2016 9:31
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,CHOCOLATE,FINNEGAN,15209,2099,2/13/2017 13:10
Dog Senior Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,BELLA,15046,2099,4/12/2016 13:05
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BROWN/GOLD,TROOPER,15120,2099,4/7/2016 14:45
Dog Senior Lifetime Male,LABRADOR RETRIEVER,BLACK,COLT,15133,2099,3/28/2016 15:45
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BROWN,LIZZY,15332,2099,4/1/2016 8:18
Dog Lifetime Male,LABRADOR RETRIEVER,YELLOW,LUCKY,15144,2099,3/10/2016 12:44
Dog Lifetime Male,LABRADOR RETRIEVER,BLACK,BUDDY,15144,2099,3/10/2016 12:44
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,LUCY,15044,2099,5/26/2016 12:01
Dog Senior Lifetime Neutered Male,LABRADOR RETRIEVER,YELLOW,COOPER,15137,2099,3/9/2016 10:39
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,CHOCOLATE,OTIS,15137,2099,3/16/2016 14:27
Dog Lifetime Female,LABRADOR RETRIEVER,RED/BLONDE,MABELLINA,15144,2099,3/14/2016 8:24
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,STORM,15044,2099,5/18/2016 14:15
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,YELLOW,ISALY,15226,2099,3/23/2016 9:14
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,OTHER,CUMBERLAND LIL BILLY,15057,2099,3/21/2016 9:04
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,YELLOW,NILLA WAFER,15221,2099,3/18/2016 9:03
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BLACK,JET,16046,2099,3/21/2016 15:27
Dog Senior Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,JASMINE,15143,2099,6/20/2016 16:16
Dog Senior Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,JASMINE,15143,2099,6/20/2016 15:05
Dog Lifetime Female,LABRADOR RETRIEVER,BROWN,ABBIE,15135,2099,6/7/2016 8:46
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,YELLOW,KHLOE,15332,2099,6/3/2016 15:44
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BROWN,HARRISON,15228,2099,6/13/2016 9:34
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BLONDE,SUGAR,15241,2099,6/9/2016 14:34
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,WHITE/BLACK,MADDIE,15146,2099,5/19/2016 15:13
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,WHITE/YELLOW,JACK,15102,2099,11/15/2016 9:03
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,YELLOW,MURPHY,15136,2099,5/23/2016 8:48
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,REMMI,15236,2099,5/26/2016 10:49
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,RED,REMY,15220,2099,6/2/2016 8:49
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,DIXIE,15126,2099,6/21/2016 10:47
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,WHITE,CHESTNUT,15237,2099,6/23/2016 10:14
Dog Lifetime Male,LABRADOR RETRIEVER,BLACK,ROOT,15049,2099,7/6/2016 9:22
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,CREAM,ACE,15108,2099,7/6/2016 14:40
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BROWN,COOPER,15143,2099,1/10/2017 16:19
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BROWN,BELLA,15131,2099,6/29/2016 10:34
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BROWN,HARLEY,15116,2099,6/27/2016 9:02
Dog Senior Lifetime Spayed Female,LABRADOR RETRIEVER,YELLOW,PRINCESS LEIA,15025,2099,10/12/2016 15:28
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,BELLE,15227,2099,6/28/2016 15:53
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,MAGGIE COOPER BLUE,15214,2099,6/28/2016 8:42
Dog Senior Lifetime Spayed Female,LABRADOR RETRIEVER,BROWN,COCOA,15133,2099,4/14/2016 15:55
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BLONDE,ADELE,15236,2099,4/19/2016 12:17
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,YELLOW,LUCKY,15236,2099,4/19/2016 12:17
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,RED,DAISY,15108,2099,4/19/2016 14:08
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,YELLOW,HOSMER,15108,2099,4/19/2016 14:08
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,BAILEY,15228,2099,4/18/2016 14:47
Dog Senior Lifetime Spayed Female,LABRADOR RETRIEVER,YELLOW,LUCY,15241,2099,4/22/2016 10:51
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BROWN,GABBY,15202,2099,4/25/2016 14:31
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,HOLLY,15102,2099,4/25/2016 16:20
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,HOLLY,15102,2099,4/25/2016 11:25
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,WHITE,BUDDY,15218,2099,5/2/2016 10:11
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,YELLOW,DAISY,15037,2099,5/26/2016 16:18
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,CHOCOLATE,FAITH,15132,2099,5/16/2016 13:58
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,YELLOW,SKYLAR,15237,2099,5/16/2016 15:05
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,CHOCOLATE,BEAR,15238,2099,6/1/2016 16:18
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BLACK,LEVI,15045,2099,5/9/2016 15:33
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BLACK,BARRET,15122,2099,5/4/2016 14:03
Dog Senior Lifetime Neutered Male,LABRADOR RETRIEVER,YELLOW,BENNY,15065,2099,5/3/2016 16:05
Dog Senior Lifetime Male,LABRADOR RETRIEVER,BLACK,BUSTER,15024,2099,5/3/2016 16:05
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,YELLOW,TUCKER,15243,2099,5/2/2016 14:31
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BROWN,FRANKIE,15044,2099,5/2/2016 14:19
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,BRINLEY,15136,2099,5/2/2016 13:53
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BROWN,SARAH,15237,2099,10/26/2016 14:53
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BROWN,COCOA,15044,2099,10/19/2016 13:58
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,YELLOW,RIVER,15063,2099,
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,YELLOW,RIVER,15063,2099,11/10/2016 13:49
Dog Senior Lifetime Spayed Female,LABRADOR RETRIEVER,CHOCOLATE,CHARLIE,15143,2099,11/9/2016 15:00
Dog Lifetime Female,LABRADOR RETRIEVER,YELLOW,MAYA,15147,2099,1/8/2018 12:38
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,YELLOW,EASTON FETTEROLF,15143,2099,9/28/2016 8:27
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BROWN,THEO,15144,2099,10/3/2016 16:04
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,WHITE/BLACK,DAISY,15112,2099,10/4/2016 12:09
